Sigla,Código,Município,Domicílios - com água encanada - pessoas (2000),Domicílios - com energia elétrica - pessoas (2000),Domicílios - com telefone - pessoas (2000),Domicílios - com carro - pessoas (2000),Domicílios - com computador - pessoas (2000),Domícilios - número (2000),
BA,2913457,Igrapiúna,29.511,47.629,0.716,5.666,0.349,3280,
BA,2913507,Iguaí,51.499,62.485,8.297,8.462,1.292,6250,
BA,2913606,Ilhéus,60.288,86.207,31.957,12.198,4.477,56255,
BA,2913705,Inhambupe,46.743,68.345,2.34,10.211,0.299,7121,
BA,2913804,Ipecaetá,18.319,33.807,2.35,11.701,0.834,3860,
BA,2913903,Ipiaú,72.017,92.358,17.84,11.657,2.583,11192,
BA,2914000,Ipirá,31.168,53.723,2.797,11.702,1.348,14716,
BA,2914109,Ipupiara,51.183,73.085,9.364,16.849,0.403,2207,
BA,2914208,Irajuba,18.785,72.214,1.912,11.046,0.42,1643,
BA,2914307,Iramaia,30.617,66.532,1.331,8.493,0.05,3673,
BA,2914406,Iraquara,34.818,70.616,2.272,13.349,0.743,4227,
BA,2914505,Irará,26.531,71.768,4.523,8.864,1.385,6041,
BA,2914604,Irecê,65.938,98.558,27.03,21.852,3.3,14341,
BA,2914653,Itabela,47.451,88.109,11.716,9.261,1.598,6271,
BA,2914703,Itaberaba,61.144,80.798,16.511,15.95,2.901,14384,
BA,2914802,Itabuna,79.239,97.612,37.354,18.6,7.743,51959,
BA,2914901,Itacaré,33.948,47.857,4.591,3.806,0.817,4358,
BA,2915007,Itaeté,37.37,66.32,2.589,8.029,0.562,3233,
BA,2915106,Itagi,56.389,71.551,7.065,6.894,0.958,3295,
BA,2915205,Itagibá,54.569,83.078,5.904,6.149,0.906,3943,
BA,2915304,Itagimirim,64.067,88.374,7.246,10.59,2.27,1950,
BA,2915353,Itaguaçu da Bahia,17.795,58.265,3.201,15.252,0.733,2535,
BA,2915403,Itaju do Colônia,45.25,83.992,6.66,7.09,0.785,2156,
BA,2915502,Itajuípe,62.561,89.362,14.122,7.757,1.549,5644,
BA,2915601,Itamaraju,59.55,85.704,13.768,11.772,2.385,16011,
BA,2915700,Itamari,50.464,81.69,2.489,7.028,0.369,2073,
BA,2915809,Itambé,54.984,90.798,3.95,5.383,0.756,6697,
BA,2915908,Itanagra,39.042,73.315,2.714,6.306,0.546,1441,
BA,2916005,Itanhém,59.79,80.253,7.385,9.066,2.655,5474,
BA,2916104,Itaparica,64.872,98.282,22.897,6.331,1.89,4939,
BA,2916203,Itapé,45.901,85.331,4.655,5.963,0.98,3319,
BA,2916302,Itapebi,40.347,83.976,5.459,5.897,0.539,2743,
BA,2916401,Itapetinga,81.826,94.407,16.739,15.843,4.079,14323,
BA,2916500,Itapicuru,30.516,50.41,1.719,6.912,0.332,6484,
BA,2916609,Itapitanga,69.872,86.025,7.339,5.686,0.442,2439,
BA,2916708,Itaquara,54.032,75.051,3.567,11.917,0.347,1949,
BA,2916807,Itarantim,74.453,81.962,8.608,8.076,0.698,4107,
BA,2916856,Itatim,50.963,72.661,6.094,14.3,0.951,3020,
BA,2916906,Itiruçu,44.921,94.017,6.404,11.573,1.467,3193,
BA,2917003,Itiúba,27.203,45.538,2.324,9.744,0.626,8246,
BA,2917102,Itororó,70.315,91.953,10.868,7.676,1.531,5028,
BA,2917201,Ituaçu,40.149,45.242,4.553,11.371,1.058,4063,
BA,2917300,Ituberá,52.013,73.31,7.3,8.053,1.067,5633,
BA,2917334,Iuiú,28.736,64.342,4.176,12.265,0.597,2268,
BA,2917359,Jaborandi,28.628,39.327,3.045,8.347,0.649,2315,
BA,2917409,Jacaraci,54.296,56.278,5.642,17.727,1.115,3141,
BA,2917508,Jacobina,58.483,84.805,19.761,16.368,3.131,20437,
BA,2917607,Jaguaquara,42.533,80.749,6.796,14.756,1.696,11504,
BA,2917706,Jaguarari,42.815,77.044,8.182,16.562,3.455,7149,
BA,2917805,Jaguaripe,35.294,63.971,2.264,6.501,0.162,3037,
BA,2917904,Jandaíra,27.793,67.117,5.217,6.519,0.414,2247,
BA,2918001,Jequié,69.918,90.729,22.09,15.978,3.854,37582,
BA,2918100,Jeremoabo,41.804,65.338,6.369,8.652,0.807,8587,
BA,2918209,Jiquiriçá,55.795,63.685,3.269,8.802,1.218,3280,
BA,2918308,Jitaúna,47.783,72.776,2.59,6.312,1.358,4607,
BA,2918357,João Dourado,40.609,90.236,6.155,15.881,0.919,4415,
BA,2918407,Juazeiro,72.494,92.449,21.575,19.57,3.494,42849,
BA,2918456,Jucuruçu,26.85,42.236,2.537,6.677,0.14,2818,
BA,2918506,Jussara,28.87,85.803,2.687,12.9,1.462,3510,
BA,2918555,Jussari,64.391,86.934,7.844,6.662,1.685,1892,
BA,2918605,Jussiape,65.616,83.296,5.262,14.307,0.996,2128,
BA,2918704,Lafaiete Coutinho,32.435,73.569,3.666,9.778,0.287,1077,
BA,2918753,Lagoa Real,28.909,56.461,2.769,13.155,1.056,2591,
BA,2918803,Laje,47.863,63.656,4.949,12.832,0.878,4719,
BA,2918902,Lajedão,52.518,89.126,5.795,11.65,0.925,981,
BA,2919009,Lajedinho,16.834,47.933,4.265,8.382,0.738,1030,
BA,2919058,Lajedo do Tabocal,29.984,82.242,5.919,11.362,1.837,1866,
BA,2919108,Lamarão,18.505,54.956,1.636,5.136,1.422,1890,
BA,2919157,Lapão,40.063,92.282,5.721,13.638,0.995,5786,
BA,2919207,Lauro de Freitas,84.878,99.518,47.519,26.33,13.617,29618,
BA,2919306,Lençóis,46.272,76.808,11.366,13.491,3.741,2151,
BA,2919405,Licínio de Almeida,63.993,73.546,4.439,16.242,1.601,2973,
BA,2919504,Livramento de Nossa Senhora,51.769,74.242,7.193,15.015,1.466,8402,
BA,2919553,Luís Eduardo Magalhães,,,,,,,
BA,2919603,Macajuba,27.298,56.306,1.994,6.36,0.368,2846,
BA,2919702,Macarani,64.8,84.496,4.268,8.325,1.271,3707,
BA,2919801,Macaúbas,49.973,41.344,3.682,12.506,0.998,9400,
BA,2919900,Macururé,26.528,43.025,1.054,10.551,0.29,1863,
BA,2919926,Madre de Deus,92.615,99.718,21.988,10.351,4.399,2979,
BA,2919959,Maetinga,20.811,32.994,1.384,5.592,0.089,2817,
BA,2920007,Maiquinique,72.742,82.855,5.779,6.866,1.638,1867,
BA,2920106,Mairi,39.174,60.698,4.503,8.65,0.708,5144,
BA,2920205,Malhada,31.455,61.243,2.968,6.43,0.673,3071,
BA,2920304,Malhada de Pedras,25.494,43.031,3.971,11.798,0.976,1985,
BA,2920403,Manoel Vitorino,19.165,49.5,0.918,9.805,0.142,3701,
BA,2920452,Mansidão,18.343,50.549,2.366,4.764,0.159,2161,
BA,2920502,Maracás,33.607,63.604,5.606,12.092,1.173,6865,
BA,2920601,Maragogipe,48.677,73.809,5.181,6.712,1.388,9814,
BA,2920700,Maraú,26.105,57.885,1.75,4.869,1.28,4319,
BA,2920809,Marcionílio Souza,25.67,66.276,5.984,12.306,0.56,2471,
BA,2920908,Mascote,38.496,82.896,3.322,6.235,0.641,3850,
BA,2921005,Mata de São João,52.735,92.981,18.637,10.62,2.643,7972,
BA,2921054,Matina,18.211,40.398,0.431,9.609,0.111,2190,
BA,2921104,Medeiros Neto,64.349,91.833,12.348,10.978,2.189,5712,
BA,2921203,Miguel Calmon,38.923,76.786,4.773,12.594,1.461,7069,
BA,2921302,Milagres,54.825,80.963,6.857,13.82,0.827,2955,
BA,2921401,Mirangaba,27.935,74.928,2.674,7.517,1.203,3513,
BA,2921450,Mirante,10.307,39.579,4.068,11.757,0.975,2586,
BA,2921500,Monte Santo,14.698,39.495,1.734,11.721,0.647,12693,
BA,2921609,Morpará,56.418,70.316,3.311,9.108,0.425,2114,
BA,2921708,Morro do Chapéu,31.082,78.658,8.572,17.391,1.107,8348,
BA,2921807,Mortugaba,51.014,59.769,5.997,15.084,1.105,2872,
BA,2921906,Mucugê,57.059,56.11,1.882,14.61,0.517,2755,
BA,2922003,Mucuri,58.865,87.383,17.824,13.95,5.039,7054,
BA,2922052,Mulungu do Morro,14.107,59.837,2.452,12.416,1.348,3249,
BA,2922102,Mundo Novo,44.398,74.323,4.827,13.168,2.549,5524,
BA,2922201,Muniz Ferreira,48.541,81.402,4.126,11.447,0.368,1721,
BA,2922250,Muquém de São Francisco,23.536,39.424,0.566,6.597,0.058,1912,
BA,2922300,Muritiba,60.86,95.375,9.83,12.755,0.556,7154,
BA,2922409,Mutuípe,61.633,73.444,4.98,13.668,2.538,5179,
BA,2922508,Nazaré,62.725,91.237,10.201,9.582,2.573,6625,
BA,2922607,Nilo Peçanha,45.493,63.189,1.033,6.501,0.588,2653,
BA,2922656,Nordestina,22.582,34.161,1.533,13.404,0.501,2500,
BA,2922706,Nova Canaã,53.568,49.859,2.588,10.278,0.846,3861,
BA,2922730,Nova Fátima,51.594,80.104,4.919,15.957,1.466,1933,
BA,2922755,Nova Ibiá,51.284,79.423,5.332,8.584,0.28,1737,
BA,2922805,Nova Itarana,10.882,72.691,2.562,9.952,0.481,1615,
BA,2922854,Nova Redenção,25.779,62.737,3.665,10.377,0.425,1973,
BA,2922904,Nova Soure,41.716,68.878,4.312,8.881,1.01,5910,
BA,2923001,Nova Viçosa,51.917,88.054,14.546,11.337,1.312,7854,
BA,2923035,Novo Horizonte,42.048,51.153,4.161,14.882,0.288,2118,
BA,2923050,Novo Triunfo,47.401,58.181,2.495,5.951,1.02,3126,
BA,2923100,Olindina,58.309,69.474,5.067,7.557,0.686,5945,
BA,2923209,Oliveira dos Brejinhos,38.564,45.958,2.731,11.317,0.623,5128,
BA,2923308,Ouriçangas,38.219,67.034,2.196,6.802,0.314,1813,
BA,2923357,Ourolândia,26.927,77.374,4.146,13.498,1.477,3538,
BA,2923407,Palmas de Monte Alto,25.161,46.055,5.714,11.778,0.542,4359,
BA,2923506,Palmeiras,63.656,75.377,10.832,19.681,2.548,1905,
BA,2923605,Paramirim,51.983,74.417,4.723,16.527,1.168,4388,
BA,2923704,Paratinga,30.64,41.061,2.713,10.584,0.2,5773,
BA,2923803,Paripiranga,28.773,64.309,3.893,10.565,0.849,6868,
BA,2923902,Pau Brasil,53.158,83.404,4.558,8.159,1.049,3252,
BA,2924009,Paulo Afonso,77.356,95.224,23.486,25.558,5.617,23959,
BA,2924058,Pé de Serra,26.951,43.887,2.375,17.844,0.274,3209,
BA,2924108,Pedrão,21.915,73.143,2.599,5.348,0.451,1563,
BA,2924207,Pedro Alexandre,15.766,34.955,1.788,5.39,1.038,3611,
BA,2924306,Piatã,65.416,48.478,4.716,16.621,2.447,4373,
BA,2924405,Pilão Arcado,22.48,34.921,1.269,5.818,0.659,6492,
BA,2924504,Pindaí,35.651,60.033,2,13.895,1.215,3403,
BA,2924603,Pindobaçu,37.23,88.318,2.311,8.787,0.796,5387,
BA,2924652,Pintadas,31.156,50.565,8.447,14.019,0.678,2536,
BA,2924678,Piraí do Norte,26.002,42.536,2.351,7.636,0.052,2367,
BA,2924702,Piripá,38.363,57.185,3.492,15.225,0.336,2996,
BA,2924801,Piritiba,48.094,82.074,4.154,13.245,1.521,4885,
BA,2924900,Planaltino,16.312,60.647,3.616,13.733,0.479,1983,
BA,2925006,Planalto,44.125,76.406,2.225,11.533,1.585,5352,
BA,2925105,Poções,54.054,73.846,8.355,13.579,1.338,10925,
BA,2925204,Pojuca,65.906,92.009,16.423,15.207,3.335,6425,
BA,2925253,Ponto Novo,31.436,53.461,2.725,7.685,0.738,3670,
BA,2925303,Porto Seguro,61.255,89.75,18.202,11.703,3.66,25091,
BA,2925402,Potiraguá,67.877,81.776,1.544,3.827,0.451,2739,
BA,2925501,Prado,47.501,79.643,17.903,7.553,1.627,6289,
BA,2925600,Presidente Dutra,40.124,91.663,6.824,16.533,1.061,3444,
BA,2925709,Presidente Jânio Quadros,18.335,29.236,1.055,9.881,0.543,3815,
BA,2925758,Presidente Tancredo Neves,33.877,50.113,4.435,11.377,0.964,4345,
BA,2925808,Queimadas,38.241,57.535,2.34,10.718,0.867,5790,
BA,2925907,Quijingue,25.71,40.706,2.233,7.141,1.197,5837,
BA,2925931,Quixabeira,23.435,62.138,2.237,10.166,0.599,2501,
BA,2925956,Rafael Jambeiro,24.11,37.74,0.823,9.066,0.01,5042,
BA,2926004,Remanso,52.986,62.566,3.709,12.211,0.885,8622,
BA,2926103,Retirolândia,27.946,77.496,6.146,15.559,0.503,2783,
BA,2926202,Riachão das Neves,38.542,60.78,3.867,6.989,0.615,4869,
BA,2926301,Riachão do Jacuípe,51.857,71.137,6.507,12.468,1.056,8088,
BA,2926400,Riacho de Santana,51.513,61.265,6.356,11.859,0.325,6464,
BA,2926509,Ribeira do Amparo,31.011,53.485,0.71,6.237,0.158,3275,
BA,2926608,Ribeira do Pombal,56.901,74.602,7.988,12.404,1.848,11470,
BA,2926657,Ribeirão do Largo,30.316,44.638,3.263,6.374,0.458,3440,
BA,2926707,Rio de Contas,69.739,80.842,6.718,13.927,0.959,3351,
BA,2926806,Rio do Antônio,38.115,52.103,5.86,18.269,0.919,3404,
BA,2926905,Rio do Pires,54.182,58.41,5.996,15.493,0.449,2787,
BA,2927002,Rio Real,42.007,62.296,6.992,10.85,0.932,7908,
BA,2927101,Rodelas,87.474,93.218,11.843,21.799,2.227,1503,
BA,2927200,Ruy Barbosa,38.598,74.65,5.331,12.151,1.605,7444,
BA,2927309,Salinas da Margarida,71.555,95.27,3.826,4.411,0.764,2398,
BA,2927408,Salvador,93.001,99.801,60.067,23.932,14.133,660239,
BA,2927507,Santa Bárbara,28.435,64.301,3.294,9.212,0.202,4307,
BA,2927606,Santa Brígida,23.071,48.234,2.202,11.43,0.239,3877,
BA,2927705,Santa Cruz Cabrália,60.368,81.009,15.311,13.716,3.665,6149,
BA,2927804,Santa Cruz da Vitória,58.025,89.624,3.754,5.658,0.431,1587,
BA,2927903,Santa Inês,47.959,90.808,8.614,10.545,1.094,2860,
BA,2928000,Santaluz,46.836,74.237,7.963,14.716,1.907,7345,
BA,2928059,Santa Luzia,27.431,63.669,1.55,5.455,0.496,3697,
BA,2928109,Santa Maria da Vitória,58.116,73.238,12.77,11.84,0.931,9362,
BA,2928208,Santana,43.626,70.989,9.972,10.466,1.437,5851,
BA,2928307,Santanópolis,9.721,54.737,2.803,8.314,0.113,2014,
BA,2928406,Santa Rita de Cássia,51.895,53.624,6.114,7.009,0.505,5447,
BA,2928505,Santa Teresinha,43.667,50.979,2.942,8.821,0.436,2204,
BA,2928604,Santo Amaro,59.446,95.781,15.664,8.73,2.246,14301,
BA,2928703,Santo Antônio de Jesus,75.579,96.776,26.238,18.197,4.846,19916,
BA,2928802,Santo Estêvão,45.471,80.031,9.162,14.361,1.08,9476,
BA,2928901,São Desidério,48.868,61.545,5.762,9.652,2.546,4252,
BA,2928950,São Domingos,45.061,72.056,2.308,16.529,0.635,2234,
BA,2929008,São Félix,61.587,88.026,10.412,10.483,1.165,3202,
BA,2929057,São Félix do Coribe,73.919,81.416,15.226,14.162,0.867,2786,
BA,2929107,São Felipe,45.051,76.803,8.075,11.322,1.263,4969,
BA,2929206,São Francisco do Conde,51.382,93.899,8.678,9.658,2.315,6222,
BA,2929255,São Gabriel,31.051,82.614,2.913,11.703,0.884,4198,
BA,2929305,São Gonçalo dos Campos,55.093,91.283,6.692,13.1,1.706,6116,
BA,2929354,São José da Vitória,43.501,81.266,8.324,5.433,0.624,1515,
BA,2929370,São José do Jacuípe,51.689,66.088,3.603,9.857,0.201,2346,
BA,2929404,São Miguel das Matas,56.257,72.289,1.566,15.959,0.32,2559,
BA,2929503,São Sebastião do Passé,46.956,94.463,11.107,14.256,2.043,9571,
BA,2929602,Sapeaçu,46.358,96.01,8.399,10.472,0.595,4053,
BA,2929701,Sátiro Dias,36.599,44.569,3.227,4.093,0.361,3922,
BA,2929750,Saubara,73.65,98.135,8.522,4.604,0.399,2670,
BA,2929800,Saúde,42.123,82.867,4.578,8.245,0.55,3062,
BA,2929909,Seabra,45.959,60.877,11.319,21.869,1.838,9286,
BA,2930006,Sebastião Laranjeiras,52.732,72.569,4.357,14.595,2.08,2059,
BA,2930105,Senhor do Bonfim,67.505,91.403,16.149,15.137,2.71,17248,
BA,2930154,Serra do Ramalho,17.883,83.122,2.101,8.978,0.221,6814,
BA,2930204,Sento Sé,43.144,79.937,2.258,7.978,0.456,6823,
BA,2930303,Serra Dourada,34.339,51.223,3.431,8.491,0.026,4104,
BA,2930402,Serra Preta,23.699,54.351,3.475,7.563,0.212,4173,
BA,2930501,Serrinha,53.523,79.031,8.1,14.809,2.144,19327,
BA,2930600,Serrolândia,47.631,79.611,3.312,12.238,1.316,3541,
BA,2930709,Simões Filho,71.922,99.069,20.822,13.916,3.57,23529,
BA,2930758,Sítio do Mato,46.995,65.824,3.503,8.779,0.603,2405,
BA,2930766,Sítio do Quinto,37.877,49.695,4.252,6.995,0.02,4146,
BA,2930774,Sobradinho,76.303,95.887,10.979,20.375,4.27,4901,
BA,2930808,Souto Soares,29.925,62.832,2.109,19.056,0.762,3329,
BA,2930907,Tabocas do Brejo Velho,36.069,50.035,2.151,3.75,0.68,2878,
BA,2931004,Tanhaçu,45.477,55.879,4.131,12.026,1.65,4547,
BA,2931053,Tanque Novo,26.119,45.029,6.369,16.65,2.069,3657,
BA,2931103,Tanquinho,44.732,80.548,14.134,12.491,1.374,1754,
BA,2931202,Taperoá,40.676,57.488,3.464,5.638,0.868,3583,
BA,2931301,Tapiramutá,34.465,79.913,2.603,13.468,0.602,3797,
BA,2931350,Teixeira de Freitas,74.396,97.451,24.759,18.216,4.63,27498,
BA,2931400,Teodoro Sampaio,56.634,82.584,6.593,7.145,0.529,2267,
BA,2931509,Teofilândia,33.179,56.521,7.398,11.698,2.666,4369,
BA,2931608,Teolândia,24.042,51.261,2.329,9.122,0.978,2803,
BA,2931707,Terra Nova,57.903,93.12,5.524,6.772,0.773,3020,
BA,2931806,Tremedal,22.224,46.25,2.947,12.179,1.856,5031,
BA,2931905,Tucano,43.522,62.607,5.42,7.777,0.833,12089,
BA,2932002,Uauá,37.494,53.768,4.065,19.142,0.156,6121,
BA,2932101,Ubaíra,57.566,65.578,3.784,11.104,1.325,4950,
BA,2932200,Ubaitaba,52.645,83.64,10.87,10.519,1.692,5538,
BA,2932309,Ubatã,59.279,86.12,9.796,7.511,2.021,5332,
BA,2932408,Uibaí,20.661,89.547,2.105,21.333,1.002,3408,
BA,2932457,Umburanas,1.73,67.807,0.624,16.73,0.485,3013,
BA,2932507,Una,33.365,65.516,4.92,6.864,0.603,7923,
BA,2932606,Urandi,57.865,64.517,5.919,18.274,0.97,3564,
BA,2932705,Uruçuca,56.479,88.609,9.75,8.09,1.116,5170,
BA,2932804,Utinga,57.492,78.727,4.114,12.177,0.67,3987,
BA,2932903,Valença,65.115,78.521,14.768,12.269,2.123,19392,
BA,2933000,Valente,49.311,81.213,5.787,18.262,2.998,5028,
BA,2933059,Várzea da Roça,31.342,57.839,2.385,9.485,1.679,3482,
BA,2933109,Várzea do Poço,57.777,75.821,9.356,12.116,1.531,2099,
BA,2933158,Várzea Nova,25.378,75.525,4.753,11.567,0.957,3400,
BA,2933174,Varzedo,45.541,77.443,3.011,8.211,0.686,2206,
BA,2933208,Vera Cruz,76.497,97.566,23.933,8.724,2.098,7841,
BA,2933257,Vereda,44.82,74.252,4.128,9.296,0.263,1862,
BA,2933307,Vitória da Conquista,74.687,93.738,33.219,23.173,7.135,64276,
BA,2933406,Wagner,36.672,76.028,5.394,10.718,1.562,2113,
BA,2933455,Wanderley,35.337,53.08,2.198,7.464,0.578,2928,
BA,2933505,Wenceslau Guimarães,26.523,59.706,2.923,9.951,1.699,5339,
BA,2933604,Xique-Xique,54.535,76.159,5.625,8.08,1.051,9502,
BA,2999919,Trancoso,,,,,,,
BA,2999929,Barcellos,,,,,,,
BA,2999939,Olivença,,,,,,,
BA,2999949,Villa Verde,,,,,,,
CE,2300101,Abaiara,34.089,86.815,8.219,9.785,0.776,1993,
CE,2300150,Acarapé,32.017,94.652,10.602,9.158,0.823,3014,
CE,2300200,Acaraú,26.743,75.263,6.556,6.708,1.486,10560,
CE,2300309,Acopiara,43.645,76.287,6.879,7.69,1.078,11786,
CE,2300408,Aiuaba,25.804,46.074,3.078,4.416,0.497,3343,
CE,2300507,Alcântaras,21.155,81.258,5.632,4.89,0.075,2223,
CE,2300606,Altaneira,56.051,90.781,6.817,5.508,0.147,1507,
CE,2300705,Alto Santo,36.668,80.418,5.177,12.466,0.635,3692,
CE,2300754,Amontada,24.323,60.557,3.423,4.959,0.65,6799,
CE,2300804,Antonina do Norte,62.235,80.344,7.409,6.229,0.216,1562,
CE,2300903,Apuiarés,27.003,81.591,4.576,5.611,0.728,2949,
CE,2301000,Aquiraz,37.712,92.741,12.505,11.446,2.558,15284,
CE,2301109,Aracati,48.995,94.055,15.043,12.099,2.527,14470,
CE,2301208,Aracoiaba,22.195,90.393,8.949,6.465,0.147,5703,
CE,2301257,Ararendá,20.251,72.669,6.107,9.527,0.366,2480,
CE,2301307,Araripe,43.762,67.309,4.006,7.06,1.265,4397,
CE,2301406,Aratuba,25.603,89.83,4.295,7.076,0.498,2630,
CE,2301505,Arneiroz,28.46,61.308,4.325,6.484,0.4,1692,
CE,2301604,Assaré,45.123,72.405,6.988,5.359,0.393,5115,
CE,2301703,Aurora,39.257,81.603,10.488,8.834,1.009,6053,
CE,2301802,Baixio,47.298,89.552,10.91,9.561,0.721,1359,
CE,2301851,Banabuiú,31.259,65.428,6.918,9.691,0.969,3604,
CE,2301901,Barbalha,60.164,92.246,15.807,10.882,3.259,10523,
CE,2301950,Barreira,19.576,88.558,5.939,10.437,0.48,4088,
CE,2302008,Barro,43.507,90.209,10.877,9.538,1.092,4790,
CE,2302057,Barroquinha,27.118,69.622,2.652,2.836,0.447,3003,
CE,2302107,Baturité,49.033,91.128,21.559,9.116,1.732,7095,
CE,2302206,Beberibe,27.323,82.855,6.803,8.639,0.224,10050,
CE,2302305,Bela Cruz,28.686,71.586,6.691,7.647,1.316,6135,
CE,2302404,Boa Viagem,43.424,72.505,6.53,7.614,0.657,12261,
CE,2302503,Brejo Santo,58.824,92.735,17.946,13.627,2.423,8901,
CE,2302602,Camocim,50.698,81.56,14.939,8.178,1.948,12141,
CE,2302701,Campos Sales,49.855,73.479,10.368,11.849,1.071,6225,
CE,2302800,Canindé,52.354,70.629,12.492,6.539,1.1,15895,
CE,2302909,Capistrano,11.114,87.414,5.24,6.717,0.535,3546,
CE,2303006,Caridade,35.826,83.718,4.609,5.306,0.92,3535,
CE,2303105,Cariré,33.986,76.053,8.293,6.209,1.043,4340,
CE,2303204,Caririaçu,49.779,85.53,5.213,6.091,0.003,5665,
CE,2303303,Cariús,28.846,72.526,4.049,6.832,0.01,4643,
CE,2303402,Carnaubal,55.703,90.378,9.352,8.086,2.665,3542,
CE,2303501,Cascavel,28.475,88.77,14.593,10.756,1.07,13837,
CE,2303600,Catarina,45.106,66.85,10.333,11.27,1.108,3166,
CE,2303659,Catunda,35.878,64.501,3.509,5.948,0.251,2140,
CE,2303709,Caucaia,60.778,97.385,30.83,13.146,2.423,60056,
CE,2303808,Cedro,35.275,84.274,12.569,10.892,0.545,6107,
CE,2303907,Chaval,15.775,77.268,4.738,5.049,0.652,2633,
CE,2303931,Choró,14.109,58.102,2.845,5.033,0.381,2588,
CE,2303956,Chorozinho,19.665,90.616,10.699,15.941,0.878,4482,
CE,2304004,Coreaú,42.614,67.195,6.52,5.064,0.735,4709,
CE,2304103,Crateús,58.026,85.597,12.811,9.791,1.894,18391,
CE,2304202,Crato,69.872,92.933,27.769,19.422,4.897,24945,
CE,2304236,Croatá,39.968,75.96,4.403,5.885,0.662,3749,
CE,2304251,Cruz,38.979,78.804,4.538,9.846,0.84,4386,
CE,2304269,Deputado Irapuan Pinheiro,33.426,73.867,4.78,5.918,0.442,2160,
CE,2304277,Ererê,26.316,68.932,5.07,10.805,0.879,1407,
CE,2304285,Eusébio,36.015,98.747,15.085,12.105,2.336,7273,
CE,2304301,Farias Brito,47.49,75.402,2.86,5.776,0.438,4865,
CE,2304350,Forquilha,70.062,90.624,6.821,11.327,0.23,4199,
CE,2304400,Fortaleza,88.505,99.511,55.15,28.65,12.361,531035,
CE,2304459,Fortim,25.347,92.133,5.998,8.327,0.655,2864,
CE,2304509,Frecheirinha,50.55,75.38,8.088,12.157,0.704,2847,
CE,2304608,General Sampaio,21.678,62.605,3.613,7.047,0.253,1061,
CE,2304657,Graça,27.833,68.291,3.037,2.506,0.521,3408,
CE,2304707,Granja,27.278,50.685,5.435,3.845,0.648,10440,
CE,2304806,Granjeiro,32.168,78.674,3.711,5.513,0.498,1123,
CE,2304905,Groaíras,66.143,93.07,10.115,6.387,0.536,2239,
CE,2304954,Guaiúba,43.289,89.212,5.25,6.158,0.715,4473,
CE,2305001,Guaraciaba do Norte,40.763,90.402,7.447,8.892,1.354,8000,
CE,2305100,Guaramiranga,42.833,88.217,15.041,7.153,0.339,1222,
CE,2305209,Hidrolândia,38.82,66.511,5.818,8.737,1.04,4299,
CE,2305233,Horizonte,30.824,96.383,16.474,13.033,0.95,8073,
CE,2305266,Ibaretama,5.161,66.263,2.559,5.838,0.328,2838,
CE,2305308,Ibiapina,42.956,90.472,5.847,9.6,0.535,4929,
CE,2305332,Ibicuitinga,42.481,81.45,4.709,8.34,0.401,2214,
CE,2305357,Icapuí,47.062,93.525,8.846,9.805,0.723,3830,
CE,2305407,Icó,49.572,77.471,9.109,10.695,1.149,14787,
CE,2305506,Iguatu,71.975,95.204,27.039,14.511,2.562,21977,
CE,2305605,Independência,33.06,63.346,8.04,14.02,0.632,6252,
CE,2305654,Ipaporanga,26.003,67.468,3.054,5.536,0.041,2844,
CE,2305704,Ipaumirim,58.08,90.503,11.553,8.034,0.862,2843,
CE,2305803,Ipu,45.389,84.265,8.807,9.475,1.606,9490,
CE,2305902,Ipueiras,31.64,72.129,4.001,5.954,0.271,9104,
CE,2306009,Iracema,61.467,81.409,12.543,15.026,1.596,3255,
CE,2306108,Irauçuba,41.956,72.475,5.629,4.319,0.617,4210,
CE,2306207,Itaiçaba,34.026,94.056,8.726,8.304,0.802,1699,
CE,2306256,Itaitinga,37.695,94.924,11.097,11.042,1.404,6861,
CE,2306306,Itapagé,61.317,88.617,9.969,9.673,0.967,9202,
CE,2306405,Itapipoca,35.824,72.529,11.811,9.419,1.301,20692,
CE,2306504,Itapiúna,35.259,80.269,8.491,12.761,0.272,3681,
CE,2306553,Itarema,20.811,74.121,5.254,7.187,0.908,6026,
CE,2306603,Itatira,14.875,59.1,1.837,5.389,0.022,3400,
CE,2306702,Jaguaretama,28.129,66.745,5.023,12.351,0.646,4336,
CE,2306801,Jaguaribara,39.776,77.34,7.143,15.2,0.602,2056,
CE,2306900,Jaguaribe,63.558,87.796,14.595,11.006,0.872,8542,
CE,2307007,Jaguaruana,37.548,89.958,9.476,10.047,1.156,7369,
CE,2307106,Jardim,38.803,73.855,5.589,9.087,0.153,5724,
CE,2307205,Jati,53.617,89.997,8.411,10.358,1.205,1753,
CE,2307254,Jijoca de Jericoacoara,36.272,76.175,3.828,15.295,0.579,2732,
CE,2307304,Juazeiro do Norte,87.09,97.817,27.063,17.299,4.172,50633,
CE,2307403,Jucás,40.154,76.091,5.203,2.648,0.24,5349,
CE,2307502,Lavras da Mangabeira,52.605,87.964,12.762,8.032,1.091,7404,
CE,2307601,Limoeiro do Norte,69.649,96.894,22.452,16.859,4.041,12652,
